trigram,frequency,trigrams
"('heated', 'with', 'a')",1,heated with a
"('was', 'heated', 'with')",1,was heated with
"('pool', 'was', 'heated')",1,pool was heated
"('location', 'the', 'pool')",1,location the pool
"('the', 'location', 'the')",1,the location the
"('was', 'the', 'location')",1,was the location
"('as', 'was', 'the')",1,as was the
"('nice', 'as', 'was')",1,nice as was
"('was', 'nice', 'as')",1,was nice as
"('features', 'the', 'room')",1,features the room
"('included', 'features', 'the')",1,included features the
"('exceptional', 'included', 'features')",1,exceptional included features
"('were', 'exceptional', 'included')",1,were exceptional included
"('spa', 'were', 'exceptional')",1,spa were exceptional
"('and', 'beautiful', 'location')",1,and beautiful location
"('location', 'adjacent', 'to')",1,location adjacent to
"('pool', 'and', 'spa')",1,pool and spa
"('the', 'restaurant', 'the')",1,the restaurant the
"('massive', 'flaw', 'with')",1,massive flaw with
"('one', 'massive', 'flaw')",1,one massive flaw
"('is', 'one', 'massive')",1,is one massive
"('there', 'is', 'one')",1,there is one
"('stay', 'there', 'is')",1,stay there is
"('saunas', 'we', 'loved')",1,saunas we loved
"('two', 'saunas', 'we')",1,two saunas we
"('and', 'two', 'saunas')",1,and two saunas
"('pools', 'and', 'two')",1,pools and two
"('dip', 'pools', 'and')",1,dip pools and
"('cold', 'dip', 'pools')",1,cold dip pools
"('and', 'cold', 'dip')",1,and cold dip
"('warm', 'hot', 'and')",1,warm hot and
"('had', 'warm', 'hot')",1,had warm hot
"('spa', 'had', 'warm')",1,spa had warm
"('the', 'spa', 'had')",1,the spa had
"('restaurant', 'the', 'spa')",1,restaurant the spa
"('and', 'spa', 'were')",1,and spa were
"('decor', 'the', 'pool')",1,decor the pool
"('here', 'again', 'most')",1,here again most
"('and', 'i', 'love')",1,and i love
"('is', 'terrific', 'and')",1,is terrific and
"('spa', 'is', 'terrific')",1,spa is terrific
"('naples', 'the', 'spa')",1,naples the spa
"('love', 'my', 'stay')",1,love my stay
"('i', 'love', 'my')",1,i love my
"('open', 'i', 'love')",1,open i love
"('was', 'open', 'i')",1,was open i
"('bar', 'was', 'open')",1,bar was open
"('top', 'bar', 'was')",1,top bar was
"('roof', 'top', 'bar')",1,roof top bar
"('or', 'roof', 'top')",1,or roof top
"('pool', 'or', 'roof')",1,pool or roof
"('no', 'pool', 'or')",1,no pool or
"('closed', 'no', 'pool')",1,closed no pool
"('was', 'closed', 'no')",1,was closed no
"('hotel', 'was', 'closed')",1,hotel was closed
"('again', 'most', 'of')",1,again most of
"('terrific', 'and', 'i')",1,terrific and i
"('love', 'the', 'rooftop')",1,love the rooftop
"('and', 'decor', 'the')",1,and decor the
"('rooftop', 'pool', 'i')",1,rooftop pool i
"('artwork', 'and', 'decor')",1,artwork and decor
"('cool', 'artwork', 'and')",1,cool artwork and
"('the', 'cool', 'artwork')",1,the cool artwork
"('love', 'the', 'cool')",1,love the cool
"('wonderful', 'i', 'love')",1,wonderful i love
"('is', 'wonderful', 'i')",1,is wonderful i
"('staff', 'is', 'wonderful')",1,staff is wonderful
"('located', 'and', 'the')",1,located and the
"('centrally', 'located', 'and')",1,centrally located and
"('is', 'centrally', 'located')",1,is centrally located
"('location', 'is', 'centrally')",1,location is centrally
"('pool', 'the', 'location')",1,pool the location
"('in', 'the', 'pool')",1,in the pool
"('time', 'in', 'the')",1,time in the
"('long', 'time', 'in')",1,long time in
"('spent', 'a', 'long')",1,spent a long
"('pool', 'i', 'spent')",1,pool i spent
"('have', 'fun', 'there')",1,have fun there
"('opportunity', 'to', 'have')",1,opportunity to have
"('of', 'opportunity', 'to')",1,of opportunity to
"('and', 'fillippo', 'i')",1,and fillippo i
"('too', 'mario', 'and')",1,too mario and
"('also', 'too', 'mario')",1,also too mario
"('out', 'also', 'too')",1,out also too
"('shout', 'out', 'also')",1,shout out also
"('amazing', 'shout', 'out')",1,amazing shout out
"('are', 'amazing', 'shout')",1,are amazing shout
"('here', 'are', 'amazing')",1,here are amazing
"('working', 'here', 'are')",1,working here are
"('people', 'working', 'here')",1,people working here
"('the', 'people', 'working')",1,the people working
"('of', 'the', 'people')",1,of the people
"('but', 'all', 'of')",1,but all of
"('them', 'but', 'all')",1,them but all
"('to', 'them', 'but')",1,to them but
"('out', 'to', 'them')",1,out to them
"('arrival', 'special', 'shout')",1,arrival special shout
"('upon', 'arrival', 'special')",1,upon arrival special
"('mario', 'and', 'fillippo')",1,mario and fillippo
"('fillippo', 'i', 'always')",1,fillippo i always
"('a', 'cake', 'upon')",1,a cake upon
"('i', 'always', 'make')",1,i always make
"('say', 'this', 'is')",1,say this is
"('can', 'say', 'this')",1,can say this
"('traveler', 'i', 'can')",1,traveler i can
"('avid', 'traveler', 'i')",1,avid traveler i
"('an', 'avid', 'traveler')",1,an avid traveler
"('as', 'an', 'avid')",1,as an avid
"('and', 'as', 'an')",1,and as an
"('here', 'and', 'as')",1,here and as
"('m', 'here', 'and')",1,m here and
"('i', 'm', 'here')",1,i m here
"('when', 'i', 'm')",1,when i m
"('spa', 'when', 'i')",1,spa when i
"('the', 'spa', 'when')",1,the spa when
"('to', 'take', 'advantage')",1,to take advantage
"('sure', 'to', 'take')",1,sure to take
"('make', 'sure', 'to')",1,make sure to
"('always', 'make', 'sure')",1,always make sure
"('cake', 'upon', 'arrival')",1,cake upon arrival
"('also', 'a', 'cake')",1,also a cake
"('of', 'my', 'favorites')",1,of my favorites
"('triple', 'tier', 'upgrade')",1,triple tier upgrade
"('me', 'a', 'triple')",1,me a triple
"('get', 'me', 'a')",1,get me a
"('to', 'get', 'me')",1,to get me
"('alessandro', 'were', 'able')",1,alessandro were able
"('and', 'alessandro', 'were')",1,and alessandro were
"('francesco', 'and', 'alessandro')",1,francesco and alessandro
"('and', 'francesco', 'and')",1,and francesco and
"('birthday', 'and', 'francesco')",1,birthday and francesco
"('my', 'birthday', 'and')",1,my birthday and
"('was', 'my', 'birthday')",1,was my birthday
"('time', 'it', 'was')",1,time it was
"('this', 'time', 'it')",1,this time it
"('at', 'this', 'time')",1,at this time
"('on', 'my', 'stay')",1,on my stay
"('well', 'on', 'my')",1,well on my
"('as', 'well', 'on')",1,as well on
"('service', 'as', 'well')",1,service as well
"('a', 'triple', 'tier')",1,a triple tier
"('tier', 'upgrade', 'and')",1,tier upgrade and
"('volcano', 'and', 'also')",1,volcano and also
"('upgrade', 'and', 'in')",1,upgrade and in
"('the', 'volcano', 'and')",1,the volcano and
"('of', 'the', 'volcano')",1,of the volcano
"('got', 'a', 'room')",1,got a room
"('naples', 'i', 'got')",1,naples i got
"('around', 'naples', 'i')",1,around naples i
"('needs', 'around', 'naples')",1,needs around naples
"('your', 'needs', 'around')",1,your needs around
"('of', 'your', 'needs')",1,of your needs
"('any', 'of', 'your')",1,any of your
"('for', 'any', 'of')",1,for any of
"('to', 'for', 'any')",1,to for any
"('talk', 'to', 'for')",1,talk to for
"('to', 'talk', 'to')",1,to talk to
"('person', 'to', 'talk')",1,person to talk
"('wonderful', 'person', 'to')",1,wonderful person to
"('general', 'wonderful', 'person')",1,general wonderful person
"('in', 'general', 'wonderful')",1,in general wonderful
"('this', 'is', 'one')",1,this is one
"('my', 'favorites', 'in')",1,my favorites in
"('lot', 'of', 'opportunity')",1,lot of opportunity
"('environment', 'and', 'vibes')",1,environment and vibes
"('s', 'the', 'environment')",1,s the environment
"('design', 'because', 'it')",1,design because it
"('the', 'design', 'because')",1,the design because
"('with', 'the', 'design')",1,with the design
"('start', 'with', 'the')",1,start with the
"('first', 'start', 'with')",1,first start with
"('s', 'first', 'start')",1,s first start
"('let', 's', 'first')",1,let s first
"('but', 'let', 's')",1,but let s
"('felt', 'but', 'let')",1,felt but let
"('immediately', 'felt', 'but')",1,immediately felt but
"('was', 'immediately', 'felt')",1,was immediately felt
"('love', 'was', 'immediately')",1,love was immediately
"('and', 'love', 'was')",1,and love was
"('care', 'and', 'love')",1,care and love
"('attention', 'care', 'and')",1,attention care and
"('of', 'attention', 'care')",1,of attention care
"('the', 'environment', 'and')",1,the environment and
"('and', 'vibes', 'that')",1,and vibes that
"('the', 'level', 'of')",1,the level of
"('vibes', 'that', 'we')",1,vibes that we
"('he', 'had', 'a')",1,he had a
"('apparently', 'he', 'had')",1,apparently he had
"('and', 'apparently', 'he')",1,and apparently he
"('tange', 'and', 'apparently')",1,tange and apparently
"('kenzo', 'tange', 'and')",1,kenzo tange and
"('by', 'kenzo', 'tange')",1,by kenzo tange
"('designed', 'by', 'kenzo')",1,designed by kenzo
"('was', 'designed', 'by')",1,was designed by
"('hotel', 'was', 'designed')",1,hotel was designed
"('travel', 'romeo', 'hotel')",1,travel romeo hotel
"('we', 'travel', 'romeo')",1,we travel romeo
"('when', 'we', 'travel')",1,when we travel
"('on', 'when', 'we')",1,on when we
"('up', 'on', 'when')",1,up on when
"('pick', 'up', 'on')",1,pick up on
"('we', 'pick', 'up')",1,we pick up
"('that', 'we', 'pick')",1,that we pick
"('level', 'of', 'attention')",1,level of attention
"('nervous', 'the', 'level')",1,nervous the level
"('favorites', 'in', 'the')",1,favorites in the
"('as', 'an', 'added')",1,as an added
"('our', 'mood', 'as')",1,our mood as
"('imagine', 'our', 'mood')",1,imagine our mood
"('can', 'imagine', 'our')",1,can imagine our
"('you', 'can', 'imagine')",1,you can imagine
"('so', 'you', 'can')",1,so you can
"('florence', 'so', 'you')",1,florence so you
"('in', 'florence', 'so')",1,in florence so
"('seasons', 'in', 'florence')",1,seasons in florence
"('four', 'seasons', 'in')",1,four seasons in
"('the', 'four', 'seasons')",1,the four seasons
"('from', 'the', 'four')",1,from the four
"('romeo', 'hotel', 'from')",1,romeo hotel from
"('for', 'we', 'arrived')",1,for we arrived
"('world', 'for', 'we')",1,world for we
"('entire', 'world', 'for')",1,entire world for
"('the', 'entire', 'world')",1,the entire world
"('in', 'the', 'entire')",1,in the entire
"('mood', 'as', 'an')",1,mood as an
"('an', 'added', 'stress')",1,an added stress
"('was', 'nervous', 'the')",1,was nervous the
"('added', 'stress', 'they')",1,added stress they
"('i', 'was', 'nervous')",1,i was nervous
"('traveler', 'i', 'was')",1,traveler i was
"('the', 'traveler', 'i')",1,the traveler i
"('ever', 'the', 'traveler')",1,ever the traveler
"('being', 'ever', 'the')",1,being ever the
"('and', 'being', 'ever')",1,and being ever
"('judgy', 'and', 'being')",1,judgy and being
"('bit', 'judgy', 'and')",1,bit judgy and
"('a', 'bit', 'judgy')",1,a bit judgy
"('earlier', 'i', 'was')",1,earlier i was
"('day', 'earlier', 'i')",1,day earlier i
"('the', 'day', 'earlier')",1,the day earlier
"('opened', 'the', 'day')",1,opened the day
"('re', 'opened', 'the')",1,re opened the
"('only', 're', 'opened')",1,only re opened
"('they', 'only', 're')",1,they only re
"('stress', 'they', 'only')",1,stress they only
"('would', 'strongly', 'recommend')",1,would strongly recommend
"('i', 'would', 'strongly')",1,i would strongly
"('amenities', 'i', 'would')",1,amenities i would
"('to', 'try', 'out')",1,to try out
"('rooms', 'were', 'modern')",1,rooms were modern
"('choice', 'the', 'rooms')",1,choice the rooms
"('great', 'choice', 'the')",1,great choice the
"('italy', 'great', 'choice')",1,italy great choice
"('in', 'italy', 'great')",1,in italy great
"('night', 'in', 'italy')",1,night in italy
"('out', 'the', 'romeo')",1,out the romeo
"('try', 'out', 'the')",1,try out the
"('decided', 'to', 'try')",1,decided to try
"('of', 'amenities', 'i')",1,of amenities i
"('and', 'decided', 'to')",1,and decided to
"('week', 'and', 'decided')",1,week and decided
"('the', 'week', 'and')",1,the week and
"('for', 'the', 'week')",1,for the week
"('amalfi', 'for', 'the')",1,amalfi for the
"('in', 'amalfi', 'for')",1,in amalfi for
"('staying', 'in', 'amalfi')",1,staying in amalfi
"('we', 'staying', 'in')",1,we staying in
"('were', 'modern', 'convent')",1,were modern convent
"('modern', 'convent', 'well')",1,modern convent well
"('convent', 'well', 'appointed')",1,convent well appointed
"('well', 'appointed', 'excellent')",1,well appointed excellent
"('hospitality', 'and', 'went')",1,hospitality and went
"('wonderful', 'hospitality', 'and')",1,wonderful hospitality and
"('provided', 'wonderful', 'hospitality')",1,provided wonderful hospitality
"('they', 'provided', 'wonderful')",1,they provided wonderful
"('fantastic', 'they', 'provided')",1,fantastic they provided
"('more', 'fantastic', 'they')",1,more fantastic they
"('ever', 'more', 'fantastic')",1,ever more fantastic
"('hotel', 'ever', 'more')",1,hotel ever more
"('the', 'hotel', 'ever')",1,the hotel ever
"('made', 'the', 'hotel')",1,made the hotel
"('staff', 'made', 'the')",1,staff made the
"('the', 'staff', 'made')",1,the staff made
"('beautiful', 'hotel', 'in')",1,beautiful hotel in
"('again', 'beautiful', 'hotel')",1,again beautiful hotel
"('stay', 'again', 'beautiful')",1,stay again beautiful
"('choice', 'we', 'would')",1,choice we would
"('appointed', 'excellent', 'choice')",1,appointed excellent choice
"('were', 'we', 'staying')",1,were we staying
"('i', 'were', 'we')",1,i were we
"('magazine', 'my', 'wife')",1,magazine my wife
"('had', 'more', 'time')",1,had more time
"('would', 'have', 'had')",1,would have had
"('we', 'would', 'have')",1,we would have
"('wish', 'we', 'would')",1,wish we would
"('i', 'wish', 'we')",1,i wish we
"('breathtaking', 'i', 'wish')",1,breathtaking i wish
"('is', 'breathtaking', 'i')",1,is breathtaking i
"('place', 'is', 'breathtaking')",1,place is breathtaking
"('around', 'the', 'place')",1,around the place
"('have', 'around', 'the')",1,have around the
"('they', 'have', 'around')",1,they have around
"('décor', 'they', 'have')",1,décor they have
"('the', 'décor', 'they')",1,the décor they
"('and', 'the', 'décor')",1,and the décor
"('beautiful', 'and', 'the')",1,beautiful and the
"('its', 'beautiful', 'and')",1,its beautiful and
"('wonderland', 'its', 'beautiful')",1,wonderland its beautiful
"('in', 'wonderland', 'its')",1,in wonderland its
"('have', 'had', 'more')",1,have had more
"('more', 'time', 'in')",1,more time in
"('airplane', 'magazine', 'my')",1,airplane magazine my
"('in', 'this', 'ultra')",1,in this ultra
"('the', 'airplane', 'magazine')",1,the airplane magazine
"('in', 'the', 'airplane')",1,in the airplane
"('article', 'in', 'the')",1,article in the
"('an', 'article', 'in')",1,an article in
"('of', 'an', 'article')",1,of an article
"('part', 'of', 'an')",1,part of an
"('as', 'part', 'of')",1,as part of
"('hotel', 'as', 'part')",1,hotel as part
"('the', 'hotel', 'as')",1,the hotel as
"('saw', 'the', 'hotel')",1,saw the hotel
"('i', 'saw', 'the')",1,i saw the
"('place', 'i', 'saw')",1,place i saw
"('classy', 'place', 'i')",1,classy place i
"('friendly', 'classy', 'place')",1,friendly classy place
"('modern', 'friendly', 'classy')",1,modern friendly classy
"('ultra', 'modern', 'friendly')",1,ultra modern friendly
"('this', 'ultra', 'modern')",1,this ultra modern
"('and', 'went', 'above')",1,and went above
"('went', 'above', 'an')",1,went above an
"('above', 'an', 'beyond')",1,above an beyond
"('room', 'as', 'very')",1,room as very
"('very', 'helpful', 'room')",1,very helpful room
"('outstanding', 'front', 'desk')",1,outstanding front desk
"('were', 'outstanding', 'front')",1,were outstanding front
"('staff', 'were', 'outstanding')",1,staff were outstanding
"('and', 'staff', 'were')",1,and staff were
"('airport', 'hotel', 'and')",1,airport hotel and
"('from', 'airport', 'hotel')",1,from airport hotel
"('to', 'from', 'airport')",1,to from airport
"('route', 'to', 'from')",1,route to from
"('in', 'route', 'to')",1,in route to
"('return', 'in', 'route')",1,return in route
